Product Code,Product Name,Short Description ,List Price
ICS-V01-1Y,1-Year InControl2,"1-Year renewal, per device",$39.00
ICS-V01-2Y,2-Year InControl2,"2-Year renewal, per device ",$78.00
<Peplink AP Pro Licenses & Warranties (click the + to open),,,
Peplink Real-Time Wi-Fi Analysis Probe,,,
PRB-11N,AirProbe ,802.11b/g/n  Wi-Fi Diagnostic Monitor,$99.00
PRB-IC2-1Y,1-Year AirProbe Subscription,1-Year Software Licence Renewal per device,$99.00
PRB-IC2-2Y,2-Year AirProbe Subscription,2-Year Software Licence Renewal per device,$189.00
<Peplink AirProbe Licenses & Warranties (click the + to open),,,
Peplink PoE SD Switches,,,
PLS-8-10G-720W,8 PoE 10G Switch,"8 PoE 10G Switch w/720W power budget, 8x 10GE l 802.3bt PoE++ RJ45, 4x 10GE SFP+",$799.00
PLS-24-H2G-410W,24 PoE 2.5G Switch,SD Switch 24-Port with 410 W Power Budget,$799.00
PLS-R-24-H2G-250W,24 PoE 2.5G Switch Rugged,SD Switch 24-Port Rugged with 250W Power Budget,"$1,199.00"
PLS-48-H2G-740W,48 PoE 2.5G Switch,SD Switch 48-Port with 740W Power Budget,"$1,199.00"
PRM-A-1Y,1-Year PrimeCare,For 8 PoE 10G Switch and 24 PoE Switch - includes IC2 subscription,$49.00
PRM-A-2Y,2-Year PrimeCare,For 8 PoE 10G Switch and 24 PoE Switch - includes IC2 subscription,$98.00
PRM-A-4Y,4-Year PrimeCare,For 8 PoE 10G Switch and 24 PoE Switch - includes IC2 subscription,$196.00
PCP-A-1Y,1-Year PrimeCare+,"For 8 PoE 10G Switch and 24 PoE Switch - includes IC2, 24/7 email ticket support, AHR",$59.00
PCP-A-2Y,2-Year PrimeCare+,"For 8 PoE 10G Switch and 24 PoE Switch - includes IC2, 24/7 email ticket support, AHR",$100.00
PCP-A-4Y,4-Year PrimeCare+,"For 8 PoE 10G Switch and 24 PoE Switch - includes IC2, 24/7 email ticket support, AHR",$165.00
PRM-B-1Y,1-Year PrimeCare,For 24 port rugged and 48 port PoE Switch - includes IC2 subscription,$99.00
PRM-B-2Y,2-Year PrimeCare,For 24 PoE Switch - includes IC2 subscription,$198.00
PRM-B-4Y,4-Year PrimeCare,For 24 PoE Switch - includes IC2 subscription,$396.00
PCP-B-1Y,1-Year PrimeCare+,"For 24 port rugged and 48 port PoE Switch - includes IC2, 24/7 email ticket support, AHR",$119.00
PCP-B-2Y,2-Year PrimeCare+,"For 24 port rugged and 48 port PoE Switch - includes IC2, 24/7 email ticket support, AHR",$202.00
PCP-B-4Y,4-Year PrimeCare+,"For 24 port rugged and 48 port PoE Switch - includes IC2, 24/7 email ticket support, AHR",$333.00
"<Peplink SD Switch Licenses, Add-ons, Warranties and Accessories (click the + to open)",,,
PepXIM Power and Security,,,
RDR-IW-LCD,Smart Reader with LCD,PepXIM Time-logging and Security System,$499.00
PMU-DD-52V-400W,SD-PMU ,Software-Defined Power Management Unit  ,$699.00
SVL-469,1-Year EssentialCare,For Smart Reader  ,$89.00
SVL-582,2-Year EssentialCare,For Smart Reader  ,$169.00
SVL-477,1-Year EssentialCare,For SD-PMU - includes IoT Cloud subscription,$126.00
SVL-583,2-Year EssentialCare,For SD-PMU - includes IoT Cloud subscription,$239.00
ECP-D-1Y,1-Year EssentialCare+,For SD-PMU - includes IoT Cloud subscription,$199.00
ECP-D-2Y,2-Year EssentialCare+,For SD-PMU - includes IoT Cloud subscription,$339.00
ECP-D-4Y,4-Year EssentialCare+,For SD-PMU - includes IoT Cloud subscription,$558.00
TA-10,TA Cloud Appliance,Supports 10 Smart Readers - Annual Fee,$999.00
TA-VA-LC-10,10 License Pack,Allows the 10 additional Smart Readerd on TA-VA-20,$999.00
TA-LC-1,Single License Pack,Allows the 1 additional Smart Readerd on TA-VA-20,$99.00
"<PepXIM Licenses, Add-ons, and Warranties (click the + to open)",,,
Peplink FusionHub Appliance,,,
FHB-ESN-A,FusionHub Essential,5 peers ,$499.00
SVL-681,2-Year EssentialCare,For FusionHub Essential- Includes InControl2,$169.00
SVL-781,1-Year EssentialCare,For FusionHub Essential- Includes InControl2,$89.00
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub Essential Licenses and Warranties (click the + to open),,,
FHB-PRO-A,FusionHub Pro,20 peers,"$1,999.00"
SVL-682,2-Year EssentialCare,For FusionHub Pro - Includes InControl2,$659.00
SVL-782,1-Year EssentialCare,For FusionHub Pro - Includes InControl2,$339.00
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub Pro Licenses and Warranties (click the + to open),,,
FHB-100-A,FusionHub 100,100 peers,"$2,999.00"
SVL-683,2-Year EssentialCare,For FusionHub 100 - Includes InControl2,$989.00
SVL-783,1-Year EssentialCare,For FusionHub 100 - Includes InControl2,$509.00
ECP-FHB-100-1Y,1-Year EssentialCare+,For FusionHub 100 - Includes InControl2,$749.00
ECP-FHB-100-2Y,2-Year EssentialCare+,For FusionHub 100 - Includes InControl2,"$1,273.00"
ECP-FHB-100-4Y,4-Year EssentialCare+,For FusionHub 100 - Includes InControl2,"$2,097.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 100 Licenses and Warranties (click the + to open),,,
FHB-500-A,FusionHub 500,500 peers,"$5,999.00"
SVL-684,2-Year EssentialCare,For FusionHub 500 - Includes InControl2,"$1,979.00"
SVL-784,1-Year EssentialCare,For FusionHub 500 - Includes InControl2,"$1,019.00"
ECP-FHB-500-1Y,1-Year EssentialCare+,For FusionHub 500 - Includes InControl2,"$1,499.00"
ECP-FHB-500-2Y,2-Year EssentialCare+,For FusionHub 500 - Includes InControl2,"$2,548.00"
ECP-FHB-500-4Y,4-Year EssentialCare+,For FusionHub 500 - Includes InControl2,"$4,197.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 500 Licenses and Warranties (click the + to open),,,
FHB-1000-A,FusionHub 1000,1000 peers ,"$7,999.00"
SVL-685,2-Year EssentialCare,For FusionHub 1000 - Includes InControl2,"$2,639.00"
SVL-785,1-Year EssentialCare,For FusionHub 1000 - Includes InControl2,"$1,359.00"
ECP-FHB-1000-1Y,1-Year EssentialCare+,For FusionHub 1000 - Includes InControl2,"$1,999.00"
ECP-FHB-1000-2Y,2-Year EssentialCare+,For FusionHub 1000 - Includes InControl2,"$3,398.00"
ECP-FHB-1000-4Y,4-Year EssentialCare+,For FusionHub 1000 - Includes InControl2,"$5,597.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 1000 Licenses and Warranties (click the + to open),,,
FHB-2000,FusionHub 2000,2000 peers ,"$9,999.00"
SVL-686,2-Year EssentialCare,For FusionHub 2000 - Includes InControl2,"$3,299.00"
SVL-786,1-Year EssentialCare,For FusionHub 2000 - Includes InControl2,"$1,699.00"
ECP-FHB-2000-1Y,1-Year EssentialCare+,For FusionHub 2000 - Includes InControl2,"$2,499.00"
ECP-FHB-2000-2Y,2-Year EssentialCare+,For FusionHub 2000 - Includes InControl2,"$4,248.00"
ECP-FHB-2000-4Y,4-Year EssentialCare+,For FusionHub 2000 - Includes InControl2,"$6,997.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 2000 Licenses and Warranties (click the + to open),,,
FHB-4000,FusionHub 4000,4000 peers ,"$14,999.00"
SVL-687,2-Year EssentialCare,For FusionHub 4000 - Includes InControl2,"$4,949.00"
SVL-787,1-Year EssentialCare,For FusionHub 4000 - Includes InControl2,"$2,499.00"
ECP-FHB-4000-1Y,1-Year EssentialCare+,For FusionHub 4000 - Includes InControl2,"$3,749.00"
ECP-FHB-4000-2Y,2-Year EssentialCare+,For FusionHub 4000 - Includes InControl2,"$6,373.00"
ECP-FHB-4000-4Y,4-Year EssentialCare+,For FusionHub 4000 - Includes InControl2,"$10,497.00"
FIPS-LC-FHB,FIPS License for FusionHub,For any FusionHub,"$4,500.00"
<FusionHub 4000 Licenses and Warranties (click the + to open),,,
SpeedFusion Connect (Peplink-Hosted FusionHub),,,
SFC-CLD-B,SpeedFusion Connect Usage - Plan B,"500GB Data at 200Mbps Speed, Valid period 180 days",$20.00
SFC-CLD-C,SpeedFusion Connect Usage - Plan C,"1TB Data at 200Mbps Speed, Valid period 365 days",$40.00
SFC-CLD-D,SpeedFusion Connect Usage - Plan D,"2.5TB Data at 200Mbps, Valid period 365 days",$80.00
SFC-CLD-E,SpeedFusion Connect Usage - Plan E,"5TB Data at 200Mbps, Valid period 2 years",$159.00
SFC-CLD-F,SpeedFusion Connect Usage - Plan F,"10TB Data at 200Mbps, Valid period 3 years",$299.00
SFC-CLD-U-1M,SF Connect Usage - Unlimited Plan (1 Month)   ,"Unlimited usage at 400Mpbs, Valid period 1 Month",$99.00
SFC-CLD-U-1Y,SF Connect Usage - Unlimited Plan (Year) ,"Unlimited usage at 400Mpbs, Valid period 1 Year",$800.00
Peplink eSIM Data Plans,,,
SFC-CN-A,Peplink eSIM Data - Plan A,"10GB data, valid 90 days — includes 100GB / Speed 200Mbps SF Connect ",$100.00
SFC-CN-B,Peplink eSIM Data - Plan B,"50GB data, valid 180 days — includes 500GB / Speed 200Mbps SF Connect",$480.00
SFC-CN-C,Peplink eSIM Data - Plan C,"100GB data, valid 365 days — includes 1TB / Speed 200Mbps, SF Connect",$950.00
SFC-CN-D,Peplink eSIM Data - Plan D,"250GB data, valid 365 days — includes 2.5TB / Speed 200Mbps, SF Connect","$2,250.00"
SFC-CN-E,Peplink eSIM Data - Plan E,"500GB data, valid 2 years — includes 5TB / Speed 200Mbps, SF Connect","$4,250.00"
SFC-CN-F,Peplink eSIM Data - Plan F,"1TB data, valid 3 years — includes 10TB / Speed 200Mbps, SF Connect","$8,000.00"
SFC-CN-S-A,Peplink NA & EU eSIM Data – Starter,"20GB Peplink eSIM Data (US, Canada, and Europe only) / 200GB SFConnect Usage ",$79.00
SFC-CN-S-B,Peplink NA & EU eSIM Data - Standard,"30GB Peplink eSIM Data (US, Canada, and Europe only) / 200GB SFConnect Usage ",$99.00
SFC-CN-S-C,Peplink NA & EU eSIM Data - Standard,"60GB Peplink eSIM Data (US, Canada, and Europe only) / 200GB SFConnect Usage ",$189.00
SFC-CNP-D,Peplink eSIM Data - Pooled Plan D,"250GB Cellular Data, valid for 365 days","$2,000.00"
SFC-CNP-E,Peplink eSIM Data - Pooled Plan E,"500GB Cellular Data, valid for 365 days","$3,900.00"
SFC-CNP-F,Peplink eSIM Data - Pooled Plan F,"1TB Cellular Data, valid for 365 days","$7,600.00"
SFC-CNP-G,Peplink eSIM Data - Pooled Plan G,"2TB Cellular Data, valid for 365 days","$14,800.00"
SFC-CNP-H,Peplink eSIM Data - Pooled Plan H,"5TB Cellular Data, valid for 365 days","$36,000.00"
SFC-CNP-J,Peplink eSIM Data - Pooled Plan J,"10TB Cellular Data, valid for 365 days","$70,000.00"
Antennas,,,
ANT-107-Q-LTE4-G,4x4 MIMO 6dbi,IP67 Omnidirectional LTE/GPS Antenna QMA connectors,$199.00
ANT-IOT-20G-N-W-2,"2x LTE/5G, 1x GPS ",2x2 MIMO 5G Ready Cellular Antenna System with GPS ,$349.00
ANT-IOT-20G-S-W-16,"2x LTE/5G, 1x GPS ",2x2 MIMO 5G Ready Cellular Antenna System with GPS ,$349.00
ANT-MAX,4x4 MIMO/2x WIFI/GPS/IP67 Router Enclosure,"Turns BR1 Mini, BR1 Pro and Transit Duo into an outdoor 5G or 4G antenna",$349.00
ANT-MAX-S,4x4 MIMO/2x WIFI/GPS/IP67 Router Enclosure,"For Starlink Mini with BR1 Mini, Transit Duo Pro, BR1 Pro 5G, or BR1 Pro CAT-20",$699.00
ANT-MAX-DUO,8x8 MIMO/2x Wi-Fi/GPS/IP67 Router Enclosure,"Turns BR2 Pro, 2x BR1 Pro 5G, 2x BR1 Mini 5G, etc. into outdoor 5G or 4G antenna",$799.00
ANT-MB-02-Q-B-1,2x2 MIMO WIFI,Black 2x2 MIMO Wi-Fi Dual Band Antenna QMA adapters,$149.00
ANT-MB-02-Q-W-1,2x2 MIMO WIFI,White 2x2 MIMO Wi-Fi Dual Band Antenna QMA adapters,$149.00
ANT-MB-02-R-W-6,2x2 MIMO WIFI,White 2x2 MIMO Wi-Fi Dual Band Antenna RP-SMA adapters,$149.00
ANT-MB-20G-S-B-6,"2xLTE, 1xGPS",Black 2x2 MIMO 5G Ready Cellular Antenna System with GPS ,$199.00
ANT-MB-20G-S-W-6,"2xLTE, 1xGPS",White 2x2 MIMO 5G Ready Cellular Antenna System with GPS ,$199.00
ANT-MB-22G-Q-B-1,"2xLTE, 2x Wi-Fi, 1xGPS","Black 5-in-1 2x LTE, 2x W-Fi, 1x GPS QMA adapters",$249.00
ANT-MB-22G-Q-W-1,"2xLTE, 2x Wi-Fi, 1xGPS","White 5-in-1 2x LTE, 2x W-Fi, 1x GPS QMA adapters",$249.00
ANT-MB-22G-S-B-6,"2xLTE, 2x Wi-Fi, 1xGPS","Black 5-in-1 2x LTE, 2x W-Fi, 1x GPS SMA/RP-SMA adapters",$249.00
ANT-MB-22G-S-W-6,"2xLTE, 2x Wi-Fi, 1xGPS","White 5-in-1 2x LTE, 2x W-Fi, 1x GPS SMA/RP-SMA adapters",$249.00
ANT-MB-40G-N-B-6,4x4 MIMO LTE / GPS ,Black IP67 Omni 5-in-1 4x4 MIMO LTE / GPS N adapter,$249.00
ANT-MB-40G-N-W-6,4x4 MIMO LTE / GPS ,White IP67 Omni 5-in-1 4x4 MIMO LTE / GPS N adapter,$249.00
ANT-MB-40G-Q-B-1,4x4 MIMO LTE / GPS ,Black IP67 Omni 5-in-1 4x4 MIMO LTE / GPS QMA adapters,$249.00
ANT-MB-40G-Q-B-6,4x4 MIMO LTE / GPS ,Black IP67 Omni 5-in-1 4x4 MIMO LTE / GPS QMA adapters,$249.00
ANT-MB-40G-Q-W-1,4x4 MIMO LTE / GPS ,White IP67 Omni 5-in-1 4x4 MIMO LTE / GPS QMA adapters,$249.00
ANT-MB-40G-Q-W-6,4x4 MIMO LTE / GPS ,White IP67 Omni 5-in-1 4x4 MIMO LTE / GPS QMA adapters,$249.00
ANT-MB-40G-S-B-6,4x4 MIMO LTE / GPS ,Black IP67 Omni 5-in-1 4x4 MIMO LTE / GPS SMA adapters,$249.00
ANT-MB-40G-S-W-6,4x4 MIMO LTE / GPS ,White IP67 Omni 5-in-1 4x4 MIMO LTE / GPS SMA adapters,$249.00
ANT-MB-42G-Q-B-1,4x4 MIMO LTE / 2x WIFI / GPS ,Black IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS QMA ,$299.00
ANT-MB-42G-Q-B-6,4x4 MIMO LTE / 2x WIFI / GPS ,Black IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS QMA ,$299.00
ANT-MB-42G-Q-W-1,4x4 MIMO LTE / 2x WIFI / GPS ,White IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS QMA ,$299.00
ANT-MB-42G-Q-W-6,4x4 MIMO LTE / 2x WIFI / GPS ,White IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS QMA ,$299.00
ANT-MB-42G-S-B-1,4x4 MIMO LTE / 2x WIFI / GPS ,Black IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS SMA / 1 Ft. Cable,$299.00
ANT-MB-42G-S-W-1,4x4 MIMO LTE / 2x WIFI / GPS ,White IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS SMA / 1 Ft. Cable,$299.00
ANT-MB-42G-S-B-6,4x4 MIMO LTE / 2x WIFI / GPS ,Black IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS SMA ,$299.00
ANT-MB-42G-S-W-16,4x4 MIMO LTE / 2x WIFI / GPS ,White IP67 Omni 5-in-1 4x4 MIMO LTE / GPS SMA adapters,$349.00
ANT-MB-42G-S-W-6,4x4 MIMO LTE / 2x WIFI / GPS ,White IP67 Omni 7-in-1 4x4 MIMO LTE 2x WIFI / GPS SMA ,$299.00
ANT-MR-10-N-W,1x LTE/5G Cellular Antenna,"1x LTE/5G Cellular Antenna, IP68",$349.00
ANT-MR-20G-S-W-6,2x MIMO LTE / GPS ,2x2 MIMO 5G Ready Cellular Antenna System with GPS ,$449.00
ANT-MR-40G-S-W-6,4x4 MIMO LTE / GPS ,4x4 MIMO 5G Ready Cellular Antenna System with GPS ,$649.00
ANT-MB-82G-S-W-6,8x8 MIMO LTE+5G / 2x Wi-Fi / GPS,White IP67 Omni 8x8 MIMO LTE+5G 2x Wi-Fi / 1x GPS SMA,$699.00
ANT-MB-82G-Q-W-6,8x8 MIMO LTE+5G / 2x Wi-Fi / GPS,White IP67 Omni 8x8 MIMO LTE+5G 2x Wi-Fi / 1x GPS QMA,$699.00
ANT-SLM-22G-S-B-6,Peplink 22G Slim Antenna,"Black 2x2 MIMO 5G+LTE, 2x W-Fi, 1x GPS SMA/RP-SMA adapters",$149.00
ANT-SLM-40G-S-B-6,Peplink 40G Slim Antenna,Black 4x4 MIMO 5G Ready Cellular Antenna System with GPS ,$149.00
Accessories,,,
ACW-102,Passive PoE Injector,"for BR1 Mini, AP Pro, and DC IP67",$19.00
ACW-107,802.3af/at PoE Injector,IEEE 802.3af/at compliant,$79.00
ACW-109,802.3af/at PoE Injector,for IP55 Outdoor Products ,$69.00
ACW-202 ,8dBi Omni Antenna ,"2.4GHz Outdoor,  N-Male Connector",$99.00
ACW-205,3dBi Cellular Antenna ,"Indoor, Magnetic, for 3G, SMA",$19.00
ACW-221,5dBi 2.4GHz  Wi-Fi Indoor Omni Antenna,Magnetic Base,$25.00
ACW-232 ,GPS Antenna,Magnetic GPS,$29.00
ACW-235 ,Cellular Antenna,Indoor LTE/5G very Wideband Cellular Antenna,$19.00
ACW-308 ,8dBi Omni Antenna ,"Outdoor, 5.8GHz, N-Male Connector",$99.00
ACW-341,5dBi Omni Antenna,Dual-Band Wi-Fi Indoor Omni Antenna,$19.00
ACW-342,6dBi Indoor Dual-Band Wi-Fi Antenna,For BR1 Mini HW3 ,$19.00
ACW-409,Magnetic Antenna Base,"Magnetic Antenna Base, 1.5M cord, SMA-M to SMA-F ",$29.00
ACW-411 ,BR1 Mini Port Adapter,Enables RS-232 console port,$19.00
ACW-510,Ball Joint Mount,for IP55 Outdoor Products,$29.00
ACW-511 ,SIM Extender,"approximately 16""",$69.00
ACW-601-US,12V2A Power Supply,"for MAX HD2 Mini, BR1 LTE, and BR1 ENT",$25.00
ACW-602-US,12V3A Power Supply,"Power Supply compatible with MAX 700, and HD2",$29.00
ACW-609-US,PoE Activation Kit,"for HD4, HD2 Mini, HD2/HD4 MF, MF 200,BR1-Ent",$79.00
ACW-614-US,Type A (US) DC Power Supply,"Balance 305, Balance 380, Balance 580, Balance 710, Balance 1350, Balance 2500 (Requires 2 units per Balance 2500), Balance Two, 8 port SD Switch, 16 port SD Switch",$30.00
ACW-618-US,PoE+ Activation Kit Twin Pack,"for BR1 ENT, HD4, HD2, HD2 Mini, Max 700 & SIM Injector",$158.00
ACW-622-US,PoE Activation Kit,"For BR1 ENT, HD4, HD2, HD2 Mini, MAX 700",$79.00
ACW-630-US,Power Supply,"1 x 54V, 3.34A Power Supply for HD4 MBX, MBX Mini, SD Switch Rugged",$159.00
ACW-632-US,Power Supply TST-Mini,110V AC power supply for the MAX Transit Mini,$19.00
ACW-633-US,Power Supply 8-Port PoE+ Twin Pack,"2x 54V, 3.34A Power Supply Enables 8 PoE+ outputs for MAX HD4 MBX/SD Switch Rugged",$319.00
ACW-634,10ft DC Power Cable,for MAX Transit Mini or BR1 Classic (HW3),$19.00
ACW-643,Vehicle Cigarette to Molex Power Cable,"for MAX BR1 Pro (CAT 6 & 5G), MAX Transit (MINI, CORE, PROE, PRO) , UBR LTE",$29.00
ACW-650,ANT-MB Thread,For MAX HD1 Dome / MAX HD2 Dome,$99.00
ACW-651,"1"" 14TPI female to ANT-MB thread","For MAX HD1 Dome, MAX HD2 Dome, Dome Pro Duo, Mobility 02, Mobility 20G, Mobility 22G, Mobility 40G, Mobility 42G",$99.00
ACW-652,"1"" 14TPI male adapter","MAX HD1/HD2 Dome, Dome Pro Duo, Mobility 02/20G/22G/40G, Maritime 20G (except ANT-MR-20G-N-W-6), Maritime 40G (Deck Mount Set included in the Antenna Package)",$99.00
ACW-653,"1 1/4"" 11TPI male adapter","For Mobility Antennas and HD Dome. Compatible with: MAX HD1 Dome, MAX HD2 Dome, Dome Pro Duo, Mobility 02/20G/22G/40G/42G",$99.00
ACW-653A,"1 1/4"" 11TPI male adapter",For MAX Antenna,$99.00
ACW-658,3M Adhesive Antenna Mounting Gasket,For Mobility 20G / Mobility 22G / Mobility 40G,$9.00
ACW-661,3M Adhesive Antenna Mounting Gasket,For Mobility 42G,$9.00
ACW-663-US,12V3A 4-Pin Power Supply,For MAX BR2 5G,$19.00
ACW-668,Magnetic Mount,For Mobility 82G,$169.00
ACW-669-US,54V1.2A 4-Pin Power Supply (For US),Compatible with Transit Pro E for PoE+ (802.3at) output (Cable Length: 5ft. / 1.5m),
ACW-721,Ear Mount Kit,Standard Mount Ears for Balance 20/30/50 & MAX 700/HD1/HD2,$19.00
ACW-722,1U Rack Ear Mount,For Balance 20/30/50 & MAX 700/HD2,$29.00
ACW-731,Ear Mounts,For Balance 210/310 & MAX HD4,$19.00
ACW-741,Mounting Ears,"For SD PMU, includes screws",$99.00
ACW-749,Class 1 Division 2 Mounting Kit,For BR1 Mini (HW2),$79.00
ACW-754,SIM Cover ,For HD2 MBX / HD4 MBX,$9.00
ACW-758,1U Rack Ear Mount,Compatible with Balance Two ,$39.00
ACW-782,Rack Mount,For Balance 310 5G / Balance 310 Fiber,$59.00
ACW-783,Mounting Kit for AP One AX Lite,"Ceiling Mount Base (9/16” T-Rail and 15/16” T-Rail), Mounting Screw Set",$9.00
ACW-791,Peplink 4-pin to USB-C power cable,Allows compatible routers to be charged with two concurrent power sources,$19.00
ACW-801,3dBi Cellular Antenna,"Indoor, 3G, Magnetic, SMA",$19.00
ACW-808,3dBi Omni Antenna,"Indoor, Cellular, Magnetic, SMA-M",$49.00
ACW-813,Indoor Cellular Antenna,Indoor Cellular Antenna,$9.00
ACW-816,QMA-to-SMA adapters,QMA-Male to SMA-Female adapters (Pack of 4),$69.00
ACW-825,2.4GHz & 5GHz Outdoor Wi-Fi Antenna Kit,For AP Pro AX and APO Pro Duo,$399.00
ACW-835,Wi-Fi Antenna Kit,For APP-AGN3,$369.00
ACW-882,L-Mount Kit,For Mobility 42G and Antenna MAX,$59.00
ACW-887,Air Vent Port with Washer and Nut,For BR1 IP67,$9.00
ACW-992,Rack Mount Kit,For Balance 310,$9.00
ACW-DIN-M2MS,DIN Rail Mount,For BR1 Slim/ BR1 Pro/ BR1 M2M/ UBR,$15.00
ACW-DIN-BR1-MINI,DIN Rail Mount ,For MAX BR1 MINI (HW3) and AP ONE Rugged,$29.00
ACW-DIN-PSW8,Ear Mounts/DIN Rail Mount kit,For SD Switch 8-Port Rugged,$39.00
ACW-DIN-TST,MAX Transit DIN Rail Mount,"DIN Rail mount kit that fits the MAX Transit, UBR Rugged, UBR Go",$19.00
ACW-DOM-SPT,Ethernet Splitter for MAX HD Dome,For MAX HD Dome,$399.00
BR2-MICRO-ACW-KIT,BR2 Micro Accessory Kit,"ACW-414 x 4 (3m MMCX to SMA-F Magnetic Cellular Antenna Base), ACW-415 x 1 (5m MMCX Magnetic GPS Antenna), ACW-237 x 4 (3.8 GHz Cellular Antenna)",$69.00
ACW-SPLT-MAX,Splitter Max (For Peplink devices w/o PoE Input),"PoE Input: 802.3bt 48W (802.3af/at compatible) / DC Output: 12V, 48W",$99.00
EXC-NQ-15,Extension Cable,N-type male to QMA female | 15ft / 4.5m ,$25.00
EXC-NSM-15,Extension Cable,N-type male to SMA male | 15ft / 4.5m,$25.00
EXC-NSM-30,Extension Cable,N-type male to SMA male | 30ft / 9m ,$35.00
EXC-QQ-15,Extension Cable,QMA male to QMA female | 15ft / 4.5m ,$25.00
EXC-RQ-15,Extension Cable,RP-SMA male to QMA female | 15ft / 4.5m ,$25.00
EXC-RR-15,Extension Cable,RP-SMA male to RP-SMA female connector | 15ft / 4.5m ,$15.00
EXC-RR-30,Extension Cable,RP-SMA male to RP-SMA female connector | 30 ft / 9m ,$25.00
EXC-SQ-15,Extension Cable,SMA male to QMA female | 15ft / 4.5m ,$25.00
EXC-SS-15,Extension Cable,SMA male to SMA female connector | 15ft / 4.5m ,$15.00
EXC-SS-30,Extension Cable,SMA male to SMA female connector | 30ft / 9m,$25.00
PDX-BAT-KIT,PDX Battery Kit,"1x Metal Clamp 1x Power Cable, 2x M3 Scr, 98Wh, 14.4V",$699.00
SFE-PDX-KIT,SpeedFusion Engine Mounting Kit,Peplink SpeedFusion Engine Duo Accessory Kit for PDX,$149.00